,Unnamed: 0,CheckingAccountBalance,DebtsPaid,SavingsAccountBalance,CurrentOpenLoanApplications,LoanPayoffPeriodInMonths,LoanReason,RequestedAmount,InterestRate,Co-Applicant,YearsAtCurrentEmployer,YearsInCurrentResidence,Age,RentOrOwnHome,TypeOfCurrentEmployment,NumberOfDependantsIncludingSelf,WasTheLoanApproved
1884,421,none,delayed,some,2,14,auto,802,4,none,4,2,27,owned,unskill,1,Y
1885,493,none,paid,none,1,30,auto,7485,4,none,0,1,53,owned,self,1,N
1886,42,none,delayed,some,3,9,auto,2134,4,none,4,4,48,owned,skilled,1,Y
1887,501,some,delayed,high,2,27,goods,2520,4,none,4,2,23,owned,unskill,1,N
1888,308,debt,paid,some,1,12,goods,1858,4,none,1,1,22,rent,skilled,1,Y
1889,417,none,paid,some,2,12,auto,1101,3,none,4,2,27,owned,skilled,1,Y
1890,80,none,delayed,none,2,18,goods,1169,4,none,4,3,29,owned,skilled,1,Y
1891,208,debt,paid,some,1,12,goods,1498,4,none,4,1,23,owned,skilled,1,Y
1892,274,debt,paid,v.high,1,18,goods,2659,4,none,4,2,28,owned,skilled,1,Y
1893,83,debt,paid,some,1,24,goods,1546,4,guarant,7,4,24,rent,unskill,1,N
1894,320,some,paid,some,1,27,busin,3915,4,none,4,2,36,owned,skilled,2,N
1895,172,debt,paid,v.high,2,30,goods,3622,4,none,10+,4,57,rent,skilled,1,Y
1896,219,none,paid,none,1,15,goods,1979,4,none,10+,2,35,owned,skilled,1,Y
1897,86,some,paid,some,1,18,goods,3001,2,none,7,4,40,rent,skilled,1,Y
1898,254,some,delayed,some,2,45,goods,4746,4,none,1,2,25,owned,unskill,1,N
1899,193,none,paid,some,2,9,busin,1449,3,none,7,2,27,owned,skilled,1,Y
1900,156,none,delayed,none,2,9,goods,3074,1,none,4,2,33,owned,skilled,2,Y
1901,463,none,paid,medium,1,6,auto,1204,4,none,4,1,35,rent,skilled,1,Y
1902,331,some,delayed,some,1,30,goods,8386,2,none,7,2,49,owned,skilled,1,N
1903,164,none,paid,some,1,24,auto,2679,4,none,1,1,29,owned,self,1,Y
1904,478,none,paid,medium,1,9,auto,3577,1,guarant,4,2,26,rent,skilled,2,Y
1905,319,some,paid,none,1,48,other,5381,3,none,0,4,40,free,none,1,Y
1906,267,some,delayed,some,2,9,school,1501,2,none,10+,3,34,owned,self,1,N
1907,457,debt,paid,some,1,18,goods,3190,2,none,4,2,24,owned,skilled,1,N
1908,342,some,paid,some,1,36,busin,1953,4,none,10+,4,61,free,self,1,N
1909,62,debt,delayed,some,2,10,auto,1038,4,co-app,7,3,49,owned,skilled,1,Y
1910,479,debt,delayed,some,2,24,auto,1333,4,none,0,2,43,free,skilled,2,N
1911,453,none,paid,none,2,24,goods,5943,1,none,1,1,44,owned,skilled,1,N
1912,389,some,paid,some,1,60,school,6288,4,none,4,4,42,free,skilled,1,N
1913,371,debt,paid,some,1,18,school,750,4,none,0,1,27,owned,none,1,N
1914,426,some,paid,some,1,24,auto,12579,4,none,10+,2,44,free,self,1,N
1915,266,none,paid,some,1,24,goods,1413,4,none,4,2,28,owned,skilled,1,Y
1916,207,none,paid,none,1,15,goods,2186,1,none,7,4,33,rent,unskill,1,Y
1917,200,none,paid,none,1,10,school,894,4,none,7,3,40,owned,skilled,1,Y
1918,81,none,paid,none,1,18,goods,1126,4,none,1,2,21,rent,skilled,1,Y
1919,373,some,paid,v.high,1,12,auto,1318,4,none,10+,4,54,owned,skilled,1,Y
1920,31,none,delayed,some,1,12,auto,1503,4,none,4,4,41,rent,skilled,1,Y
1921,417,none,paid,some,2,12,auto,1101,3,none,4,2,27,owned,skilled,1,Y
1922,193,none,paid,some,2,9,busin,1449,3,none,7,2,27,owned,skilled,1,Y
1923,449,some,paid,some,1,10,goods,1521,4,none,4,2,31,owned,unskill,1,Y
1924,510,debt,paid,some,1,48,auto,7763,4,none,10+,4,42,free,self,1,N
1925,417,none,paid,some,2,12,auto,1101,3,none,4,2,27,owned,skilled,1,Y
1926,169,none,delayed,some,2,4,goods,1503,2,none,7,1,42,owned,unskill,2,Y
1927,180,none,paid,none,2,24,goods,3105,4,none,1,2,25,owned,skilled,1,Y
1928,333,debt,delayed,v.high,2,24,goods,1231,4,none,10+,4,57,rent,self,1,Y
1929,199,some,paid,some,1,6,goods,2063,4,none,1,3,30,rent,self,1,Y
1930,106,some,paid,none,1,6,goods,368,4,none,10+,4,38,owned,skilled,1,Y
1931,279,debt,delayed,some,3,18,auto,5302,2,none,10+,4,36,free,self,1,Y
1932,305,debt,paid,some,2,30,goods,4583,2,guarant,4,2,32,owned,skilled,1,Y
1933,90,debt,paid,some,1,48,busin,7685,2,guarant,7,4,37,rent,skilled,1,N
1934,512,none,delayed,some,2,6,goods,1382,1,none,4,1,28,owned,skilled,1,Y
1935,115,some,paid,some,1,12,goods,1567,1,none,4,1,22,owned,skilled,1,Y
1936,86,some,paid,some,1,18,goods,3001,2,none,7,4,40,rent,skilled,1,Y
1937,79,none,paid,none,1,12,auto,2445,2,none,1,4,26,rent,skilled,1,Y
1938,289,some,paid,medium,1,12,busin,841,2,none,7,4,23,rent,unskill,1,Y
1939,252,none,delayed,some,2,24,auto,2346,4,none,7,3,35,owned,skilled,1,Y
1940,288,some,paid,some,1,18,goods,1301,4,guarant,10+,2,32,owned,unskill,1,Y
1941,267,some,delayed,some,2,9,school,1501,2,none,10+,3,34,owned,self,1,N
1942,350,some,delayed,v.high,2,15,repairs,1512,3,none,4,3,61,owned,skilled,1,N
1943,468,none,paid,high,1,24,goods,3062,4,none,10+,3,32,rent,skilled,1,Y
1944,166,debt,paid,some,1,12,goods,2214,4,none,4,3,24,owned,unskill,1,Y
1945,253,none,delayed,some,2,18,goods,2404,2,none,4,2,26,owned,skilled,1,Y
1946,119,debt,paid,some,1,15,busin,806,4,none,4,4,22,owned,unskill,1,Y
1947,467,some,paid,some,2,27,busin,8318,2,none,10+,4,42,free,self,1,N
1948,154,none,delayed,some,2,36,auto,3535,4,none,7,4,37,owned,skilled,1,Y
1949,97,debt,delayed,none,2,6,goods,1169,4,none,10+,4,67,owned,skilled,1,Y
1950,391,debt,paid,medium,1,12,goods,727,4,none,1,3,33,owned,unskill,1,N
1951,295,high,paid,medium,1,10,auto,1240,1,none,10+,4,48,free,unskill,2,N
1952,319,some,paid,none,1,48,other,5381,3,none,0,4,40,free,none,1,Y
1953,8,none,delayed,medium,2,24,goods,4151,2,none,4,3,35,owned,skilled,1,Y
1954,172,debt,paid,v.high,2,30,goods,3622,4,none,10+,4,57,rent,skilled,1,Y
1955,498,none,paid,some,1,24,busin,1258,4,none,7,1,25,owned,skilled,1,Y
1956,300,high,paid,medium,1,24,goods,1377,4,none,10+,2,47,free,skilled,1,Y
1957,317,none,paid,none,1,21,auto,2476,4,none,10+,4,46,owned,self,1,Y
1958,197,some,paid,none,1,30,goods,2991,2,none,10+,4,25,owned,skilled,1,Y
1959,130,none,delayed,high,1,21,busin,2580,4,none,1,2,41,owned,unskill,2,N
1960,54,debt,delayed,some,2,42,repairs,3394,4,co-app,0,4,65,owned,none,1,Y
1961,479,debt,delayed,some,2,24,auto,1333,4,none,0,2,43,free,skilled,2,N
1962,108,none,delayed,none,1,36,goods,3342,4,none,10+,2,51,owned,skilled,1,Y
1963,277,none,paid,high,1,10,school,727,4,none,10+,4,46,free,skilled,1,Y
1964,309,debt,paid,some,1,18,goods,3114,1,none,1,4,26,rent,skilled,1,N
1965,21,high,delayed,some,1,6,goods,683,2,none,1,1,29,owned,skilled,1,Y
1966,369,none,delayed,some,3,12,goods,1935,4,none,10+,4,43,owned,skilled,1,Y
1967,40,none,paid,some,1,18,repairs,1943,4,none,1,4,23,owned,skilled,1,N
1968,286,none,paid,high,1,24,goods,3235,3,none,10+,2,26,owned,self,1,Y
1969,505,some,paid,some,2,9,school,1199,4,none,7,4,67,owned,self,1,Y
1970,251,none,paid,some,2,24,school,937,4,none,1,3,27,owned,unskill,1,Y
1971,289,some,paid,medium,1,12,busin,841,2,none,7,4,23,rent,unskill,1,Y
1972,268,high,paid,medium,1,21,auto,2923,1,none,4,1,28,owned,self,1,Y
1973,342,some,paid,some,1,36,busin,1953,4,none,10+,4,61,free,self,1,N
1974,91,debt,paid,some,1,12,goods,709,4,none,10+,4,57,owned,unskill,1,N
1975,378,none,paid,none,1,15,auto,3556,3,none,4,2,29,owned,skilled,1,Y
1976,145,some,paid,v.high,2,48,goods,10961,1,co-app,7,2,27,owned,skilled,1,N
1977,279,debt,delayed,some,3,18,auto,5302,2,none,10+,4,36,free,self,1,Y
1978,486,debt,paid,some,1,36,goods,3620,1,guarant,4,2,37,owned,skilled,2,Y
1979,295,high,paid,medium,1,10,auto,1240,1,none,10+,4,48,free,unskill,2,N
1980,55,none,paid,high,1,12,auto,1386,2,none,4,2,26,owned,skilled,1,N
1981,126,debt,paid,some,2,48,goods,7119,3,none,4,4,53,free,skilled,2,N
1982,154,none,delayed,some,2,36,auto,3535,4,none,7,4,37,owned,skilled,1,Y
1983,473,debt,paid,some,1,18,goods,1217,4,none,4,3,47,owned,unskill,1,N
1984,411,none,delayed,some,2,18,goods,3780,3,none,1,2,35,owned,self,1,Y
1985,310,debt,paid,some,1,18,auto,1216,4,none,1,3,23,rent,skilled,1,N
1986,14,debt,paid,some,1,48,goods,3051,3,none,4,4,54,owned,skilled,1,N
1987,254,some,delayed,some,2,45,goods,4746,4,none,1,2,25,owned,unskill,1,N
1988,332,high,paid,some,1,18,goods,2100,4,co-app,4,2,37,owned,skilled,1,N
1989,216,debt,paid,some,1,18,goods,3509,4,guarant,7,1,25,owned,skilled,1,Y
1990,196,some,paid,some,1,36,goods,4795,4,none,1,1,30,owned,self,1,Y
1991,354,debt,paid,some,1,12,auto,2579,4,none,1,1,33,owned,unskill,2,N
1992,172,debt,paid,v.high,2,30,goods,3622,4,none,10+,4,57,rent,skilled,1,Y
1993,72,debt,paid,none,1,24,auto,1371,4,none,4,4,25,rent,skilled,1,N
1994,97,debt,delayed,none,2,6,goods,1169,4,none,10+,4,67,owned,skilled,1,Y
1995,160,some,delayed,some,2,24,busin,1935,4,none,10+,4,31,owned,skilled,1,N
1996,504,some,paid,some,1,36,goods,3804,4,none,4,1,42,owned,skilled,1,N
1997,175,some,paid,some,2,15,repairs,1308,4,none,10+,4,38,owned,unskill,1,Y
1998,370,some,paid,some,1,18,goods,866,4,guarant,4,2,25,owned,unskill,1,Y
1999,89,none,delayed,v.high,2,36,auto,5711,4,none,10+,2,38,owned,self,1,Y
